anomaly_type,warehouse_id,detection_date,observed_value,baseline_value,deviation,severity,description,flagged_at
operator_accuracy_drop,DHL-WH-IL02,2023-11-14,0.0,100.0,100.0,HIGH,Operator 17 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.188425
operator_accuracy_drop,DHL-WH-NJ01,2022-05-09,0.0,100.0,100.0,HIGH,Operator 17 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.189346
operator_accuracy_drop,DHL-WH-NJ01,2022-06-01,0.0,96.6667,96.6667,HIGH,Operator 17 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.189391
operator_accuracy_drop,DHL-WH-NJ01,2023-02-28,0.0,100.0,100.0,HIGH,Operator 17 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.189432
operator_accuracy_drop,DHL-WH-NJ01,2023-07-11,0.0,100.0,100.0,HIGH,Operator 17 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.189472
operator_accuracy_drop,DHL-WH-TX03,2022-01-13,0.0,100.0,100.0,HIGH,Operator 17 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.190389
operator_accuracy_drop,DHL-WH-TX03,2022-10-22,50.0,100.0,50.0,HIGH,Operator 17 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.190431
operator_accuracy_drop,DHL-WH-IL02,2022-06-10,50.0,100.0,50.0,HIGH,Operator 18 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.191339
operator_accuracy_drop,DHL-WH-NJ01,2023-01-05,0.0,100.0,100.0,HIGH,Operator 18 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.192267
operator_accuracy_drop,DHL-WH-TX03,2022-10-02,0.0,100.0,100.0,HIGH,Operator 18 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.193168
operator_accuracy_drop,DHL-WH-TX03,2022-12-19,0.0,100.0,100.0,HIGH,Operator 18 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.193211
operator_accuracy_drop,DHL-WH-TX03,2023-09-27,50.0,100.0,50.0,HIGH,Operator 18 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.193250
operator_accuracy_drop,DHL-WH-IL02,2022-03-11,0.0,100.0,100.0,HIGH,Operator 19 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.194151
operator_accuracy_drop,DHL-WH-IL02,2022-06-10,50.0,100.0,50.0,HIGH,Operator 19 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.194195
operator_accuracy_drop,DHL-WH-IL02,2022-10-08,0.0,100.0,100.0,HIGH,Operator 19 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.194236
operator_accuracy_drop,DHL-WH-IL02,2023-01-11,0.0,100.0,100.0,HIGH,Operator 19 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.194274
operator_accuracy_drop,DHL-WH-IL02,2023-02-01,0.0,96.6667,96.6667,HIGH,Operator 19 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.194312
operator_accuracy_drop,DHL-WH-NJ01,2022-04-23,0.0,100.0,100.0,HIGH,Operator 19 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.195215
operator_accuracy_drop,DHL-WH-NJ01,2022-07-22,0.0,100.0,100.0,HIGH,Operator 19 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.195258
operator_accuracy_drop,DHL-WH-NJ01,2022-08-31,0.0,96.6667,96.6667,HIGH,Operator 19 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.195298
operator_accuracy_drop,DHL-WH-NJ01,2023-08-05,0.0,100.0,100.0,HIGH,Operator 19 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.195337
operator_accuracy_drop,DHL-WH-TX03,2022-02-28,0.0,100.0,100.0,HIGH,Operator 19 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.196299
operator_accuracy_drop,DHL-WH-TX03,2022-09-05,0.0,100.0,100.0,HIGH,Operator 19 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.196342
operator_accuracy_drop,DHL-WH-TX03,2023-01-08,0.0,100.0,100.0,HIGH,Operator 19 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.196381
operator_accuracy_drop,DHL-WH-TX03,2023-11-11,0.0,100.0,100.0,HIGH,Operator 19 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.196420
operator_accuracy_drop,DHL-WH-TX03,2023-11-21,0.0,96.6667,96.6667,HIGH,Operator 19 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.196458
operator_accuracy_drop,DHL-WH-IL02,2022-05-02,0.0,100.0,100.0,HIGH,Operator 20 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.197383
operator_accuracy_drop,DHL-WH-IL02,2022-09-14,66.667,100.0,33.333,HIGH,Operator 20 accuracy 66.67% is 33.3pp below their 30-day average (100.00%),2026-06-13T20:22:22.197427
operator_accuracy_drop,DHL-WH-IL02,2022-12-18,0.0,100.0,100.0,HIGH,Operator 20 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.197466
operator_accuracy_drop,DHL-WH-IL02,2022-12-24,0.0,96.6667,96.6667,HIGH,Operator 20 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.197505
operator_accuracy_drop,DHL-WH-IL02,2023-01-31,0.0,93.3333,93.3333,HIGH,Operator 20 accuracy 0.00% is 93.3pp below their 30-day average (93.33%),2026-06-13T20:22:22.197542
operator_accuracy_drop,DHL-WH-IL02,2023-09-01,0.0,100.0,100.0,HIGH,Operator 20 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.197578
operator_accuracy_drop,DHL-WH-NJ01,2022-12-10,50.0,100.0,50.0,HIGH,Operator 20 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.198490
operator_accuracy_drop,DHL-WH-NJ01,2023-09-22,0.0,100.0,100.0,HIGH,Operator 20 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.198533
operator_accuracy_drop,DHL-WH-TX03,2022-12-21,0.0,100.0,100.0,HIGH,Operator 20 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.199438
operator_accuracy_drop,DHL-WH-TX03,2023-01-26,0.0,96.6667,96.6667,HIGH,Operator 20 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.199482
operator_accuracy_drop,DHL-WH-TX03,2023-04-17,50.0,100.0,50.0,HIGH,Operator 20 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.199523
operator_accuracy_drop,DHL-WH-TX03,2023-07-31,50.0,100.0,50.0,HIGH,Operator 20 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.199561
operator_accuracy_drop,DHL-WH-TX03,2023-09-28,0.0,100.0,100.0,HIGH,Operator 20 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.199597
operator_accuracy_drop,DHL-WH-IL02,2022-07-26,0.0,100.0,100.0,HIGH,Operator 21 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.200502
operator_accuracy_drop,DHL-WH-IL02,2022-09-03,0.0,100.0,100.0,HIGH,Operator 21 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.200546
operator_accuracy_drop,DHL-WH-NJ01,2022-05-06,0.0,100.0,100.0,HIGH,Operator 21 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.201444
operator_accuracy_drop,DHL-WH-NJ01,2022-06-27,0.0,100.0,100.0,HIGH,Operator 21 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.201490
operator_accuracy_drop,DHL-WH-NJ01,2022-11-05,0.0,100.0,100.0,HIGH,Operator 21 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.201531
operator_accuracy_drop,DHL-WH-NJ01,2023-01-25,0.0,100.0,100.0,HIGH,Operator 21 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.201569
operator_accuracy_drop,DHL-WH-NJ01,2023-06-04,0.0,100.0,100.0,HIGH,Operator 21 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.201605
operator_accuracy_drop,DHL-WH-NJ01,2023-10-23,0.0,100.0,100.0,HIGH,Operator 21 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.201641
operator_accuracy_drop,DHL-WH-TX03,2023-02-10,0.0,100.0,100.0,HIGH,Operator 21 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.202557
operator_accuracy_drop,DHL-WH-TX03,2023-03-01,0.0,96.6667,96.6667,HIGH,Operator 21 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.202601
operator_accuracy_drop,DHL-WH-TX03,2023-08-04,0.0,100.0,100.0,HIGH,Operator 21 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.202642
operator_accuracy_drop,DHL-WH-IL02,2022-11-28,0.0,100.0,100.0,HIGH,Operator 22 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.203542
operator_accuracy_drop,DHL-WH-IL02,2023-05-15,50.0,100.0,50.0,HIGH,Operator 22 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.203584
operator_accuracy_drop,DHL-WH-IL02,2023-06-05,0.0,98.3333,98.3333,HIGH,Operator 22 accuracy 0.00% is 98.3pp below their 30-day average (98.33%),2026-06-13T20:22:22.203623
operator_accuracy_drop,DHL-WH-NJ01,2022-03-03,0.0,100.0,100.0,HIGH,Operator 22 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.204523
operator_accuracy_drop,DHL-WH-NJ01,2022-06-10,0.0,100.0,100.0,HIGH,Operator 22 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.204567
operator_accuracy_drop,DHL-WH-NJ01,2022-07-06,0.0,96.6667,96.6667,HIGH,Operator 22 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.204606
operator_accuracy_drop,DHL-WH-NJ01,2023-02-08,50.0,100.0,50.0,HIGH,Operator 22 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.204643
operator_accuracy_drop,DHL-WH-TX03,2022-04-18,50.0,100.0,50.0,HIGH,Operator 22 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.205548
operator_accuracy_drop,DHL-WH-TX03,2022-10-06,0.0,100.0,100.0,HIGH,Operator 22 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.205591
operator_accuracy_drop,DHL-WH-TX03,2022-11-20,0.0,96.6667,96.6667,HIGH,Operator 22 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.205631
operator_accuracy_drop,DHL-WH-IL02,2022-09-03,0.0,100.0,100.0,HIGH,Operator 23 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.206535
operator_accuracy_drop,DHL-WH-NJ01,2023-08-27,50.0,100.0,50.0,HIGH,Operator 23 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.207446
operator_accuracy_drop,DHL-WH-NJ01,2023-09-20,66.667,98.3333,31.6663,HIGH,Operator 23 accuracy 66.67% is 31.7pp below their 30-day average (98.33%),2026-06-13T20:22:22.207490
operator_accuracy_drop,DHL-WH-TX03,2022-07-08,50.0,100.0,50.0,HIGH,Operator 23 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.208464
operator_accuracy_drop,DHL-WH-TX03,2022-07-13,0.0,98.3333,98.3333,HIGH,Operator 23 accuracy 0.00% is 98.3pp below their 30-day average (98.33%),2026-06-13T20:22:22.208511
operator_accuracy_drop,DHL-WH-TX03,2023-03-08,66.667,100.0,33.333,HIGH,Operator 23 accuracy 66.67% is 33.3pp below their 30-day average (100.00%),2026-06-13T20:22:22.208553
operator_accuracy_drop,DHL-WH-IL02,2023-03-10,0.0,100.0,100.0,HIGH,Operator 24 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.209475
operator_accuracy_drop,DHL-WH-NJ01,2022-09-15,0.0,100.0,100.0,HIGH,Operator 24 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.210384
operator_accuracy_drop,DHL-WH-NJ01,2022-12-14,0.0,100.0,100.0,HIGH,Operator 24 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.210426
operator_accuracy_drop,DHL-WH-NJ01,2022-12-20,0.0,96.6667,96.6667,HIGH,Operator 24 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.210465
operator_accuracy_drop,DHL-WH-NJ01,2023-02-16,0.0,100.0,100.0,HIGH,Operator 24 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.210503
operator_accuracy_drop,DHL-WH-NJ01,2023-06-13,0.0,100.0,100.0,HIGH,Operator 24 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.210540
operator_accuracy_drop,DHL-WH-TX03,2023-01-02,0.0,100.0,100.0,HIGH,Operator 24 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.211445
operator_accuracy_drop,DHL-WH-TX03,2023-06-09,0.0,100.0,100.0,HIGH,Operator 24 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.211489
operator_accuracy_drop,DHL-WH-IL02,2022-02-27,0.0,100.0,100.0,HIGH,Operator 25 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.212401
operator_accuracy_drop,DHL-WH-IL02,2022-05-15,0.0,100.0,100.0,HIGH,Operator 25 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.212445
operator_accuracy_drop,DHL-WH-IL02,2022-07-16,50.0,100.0,50.0,HIGH,Operator 25 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.212486
operator_accuracy_drop,DHL-WH-IL02,2022-09-29,0.0,100.0,100.0,HIGH,Operator 25 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.212525
operator_accuracy_drop,DHL-WH-IL02,2022-11-09,0.0,96.6667,96.6667,HIGH,Operator 25 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.212562
operator_accuracy_drop,DHL-WH-NJ01,2022-02-26,66.667,100.0,33.333,HIGH,Operator 25 accuracy 66.67% is 33.3pp below their 30-day average (100.00%),2026-06-13T20:22:22.213515
operator_accuracy_drop,DHL-WH-NJ01,2022-06-29,0.0,100.0,100.0,HIGH,Operator 25 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.213560
operator_accuracy_drop,DHL-WH-NJ01,2023-02-28,0.0,100.0,100.0,HIGH,Operator 25 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.213601
operator_accuracy_drop,DHL-WH-TX03,2022-04-23,0.0,100.0,100.0,HIGH,Operator 25 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.214532
operator_accuracy_drop,DHL-WH-TX03,2023-04-21,0.0,100.0,100.0,HIGH,Operator 25 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.214573
operator_accuracy_drop,DHL-WH-IL02,2022-03-04,0.0,100.0,100.0,HIGH,Operator 26 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.215477
operator_accuracy_drop,DHL-WH-IL02,2022-07-16,0.0,100.0,100.0,HIGH,Operator 26 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.215521
operator_accuracy_drop,DHL-WH-IL02,2022-09-14,0.0,100.0,100.0,HIGH,Operator 26 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.215560
operator_accuracy_drop,DHL-WH-IL02,2022-09-15,0.0,96.6667,96.6667,HIGH,Operator 26 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.215599
operator_accuracy_drop,DHL-WH-IL02,2023-05-07,0.0,100.0,100.0,HIGH,Operator 26 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.215636
operator_accuracy_drop,DHL-WH-IL02,2023-09-14,33.333,100.0,66.667,HIGH,Operator 26 accuracy 33.33% is 66.7pp below their 30-day average (100.00%),2026-06-13T20:22:22.215673
operator_accuracy_drop,DHL-WH-NJ01,2022-05-08,0.0,100.0,100.0,HIGH,Operator 26 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.216584
operator_accuracy_drop,DHL-WH-NJ01,2022-08-17,0.0,100.0,100.0,HIGH,Operator 26 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.216627
operator_accuracy_drop,DHL-WH-NJ01,2023-03-31,0.0,100.0,100.0,HIGH,Operator 26 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.216668
operator_accuracy_drop,DHL-WH-TX03,2022-06-23,0.0,100.0,100.0,HIGH,Operator 26 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.217570
operator_accuracy_drop,DHL-WH-TX03,2023-09-21,0.0,100.0,100.0,HIGH,Operator 26 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.217613
operator_accuracy_drop,DHL-WH-IL02,2022-05-21,0.0,100.0,100.0,HIGH,Operator 27 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.218525
operator_accuracy_drop,DHL-WH-IL02,2022-06-17,50.0,96.6667,46.6667,HIGH,Operator 27 accuracy 50.00% is 46.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.218570
operator_accuracy_drop,DHL-WH-IL02,2023-01-29,50.0,100.0,50.0,HIGH,Operator 27 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.218611
operator_accuracy_drop,DHL-WH-NJ01,2022-06-02,50.0,100.0,50.0,HIGH,Operator 27 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.219546
operator_accuracy_drop,DHL-WH-NJ01,2022-09-08,0.0,100.0,100.0,HIGH,Operator 27 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.219589
operator_accuracy_drop,DHL-WH-NJ01,2022-11-03,50.0,100.0,50.0,HIGH,Operator 27 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.219629
operator_accuracy_drop,DHL-WH-NJ01,2023-01-02,0.0,100.0,100.0,HIGH,Operator 27 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.219667
operator_accuracy_drop,DHL-WH-NJ01,2023-02-22,0.0,100.0,100.0,HIGH,Operator 27 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.219715
operator_accuracy_drop,DHL-WH-TX03,2022-01-29,50.0,100.0,50.0,HIGH,Operator 27 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.220613
operator_accuracy_drop,DHL-WH-TX03,2023-03-02,50.0,100.0,50.0,HIGH,Operator 27 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.220656
operator_accuracy_drop,DHL-WH-TX03,2023-03-21,0.0,98.3333,98.3333,HIGH,Operator 27 accuracy 0.00% is 98.3pp below their 30-day average (98.33%),2026-06-13T20:22:22.220713
operator_accuracy_drop,DHL-WH-TX03,2023-07-04,50.0,100.0,50.0,HIGH,Operator 27 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.220755
operator_accuracy_drop,DHL-WH-TX03,2023-09-13,0.0,100.0,100.0,HIGH,Operator 27 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.220792
operator_accuracy_drop,DHL-WH-TX03,2023-09-20,0.0,96.6667,96.6667,HIGH,Operator 27 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.220828
operator_accuracy_drop,DHL-WH-IL02,2022-04-02,0.0,100.0,100.0,HIGH,Operator 28 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.221730
operator_accuracy_drop,DHL-WH-IL02,2023-01-16,50.0,100.0,50.0,HIGH,Operator 28 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.221774
operator_accuracy_drop,DHL-WH-IL02,2023-02-15,50.0,98.3333,48.3333,HIGH,Operator 28 accuracy 50.00% is 48.3pp below their 30-day average (98.33%),2026-06-13T20:22:22.221814
operator_accuracy_drop,DHL-WH-IL02,2023-05-22,0.0,100.0,100.0,HIGH,Operator 28 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.221853
operator_accuracy_drop,DHL-WH-IL02,2023-11-30,0.0,100.0,100.0,HIGH,Operator 28 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.221889
operator_accuracy_drop,DHL-WH-NJ01,2022-02-28,50.0,100.0,50.0,HIGH,Operator 28 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.222804
operator_accuracy_drop,DHL-WH-NJ01,2022-07-04,0.0,100.0,100.0,HIGH,Operator 28 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.222847
operator_accuracy_drop,DHL-WH-NJ01,2022-07-18,0.0,96.6667,96.6667,HIGH,Operator 28 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.222887
operator_accuracy_drop,DHL-WH-NJ01,2023-06-25,0.0,100.0,100.0,HIGH,Operator 28 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.222925
operator_accuracy_drop,DHL-WH-NJ01,2023-09-02,0.0,100.0,100.0,HIGH,Operator 28 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.222962
operator_accuracy_drop,DHL-WH-NJ01,2023-12-24,0.0,100.0,100.0,HIGH,Operator 28 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.222997
operator_accuracy_drop,DHL-WH-TX03,2022-03-27,0.0,100.0,100.0,HIGH,Operator 28 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.223896
operator_accuracy_drop,DHL-WH-TX03,2022-04-07,0.0,96.6667,96.6667,HIGH,Operator 28 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.223939
operator_accuracy_drop,DHL-WH-TX03,2022-07-09,50.0,100.0,50.0,HIGH,Operator 28 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.223978
operator_accuracy_drop,DHL-WH-TX03,2022-10-21,0.0,100.0,100.0,HIGH,Operator 28 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.224017
operator_accuracy_drop,DHL-WH-TX03,2023-07-16,0.0,100.0,100.0,HIGH,Operator 28 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.224053
operator_accuracy_drop,DHL-WH-TX03,2023-10-26,0.0,100.0,100.0,HIGH,Operator 28 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.224102
operator_accuracy_drop,DHL-WH-TX03,2023-11-18,0.0,96.6667,96.6667,HIGH,Operator 28 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.224146
operator_accuracy_drop,DHL-WH-IL02,2022-08-21,0.0,100.0,100.0,HIGH,Operator 29 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.225073
operator_accuracy_drop,DHL-WH-IL02,2022-09-19,0.0,96.6667,96.6667,HIGH,Operator 29 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.225116
operator_accuracy_drop,DHL-WH-IL02,2022-10-07,0.0,96.6667,96.6667,HIGH,Operator 29 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.225156
operator_accuracy_drop,DHL-WH-IL02,2022-12-09,0.0,100.0,100.0,HIGH,Operator 29 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.225194
operator_accuracy_drop,DHL-WH-IL02,2022-12-19,0.0,96.6667,96.6667,HIGH,Operator 29 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.225230
operator_accuracy_drop,DHL-WH-IL02,2023-01-08,66.667,93.3333,26.6663,HIGH,Operator 29 accuracy 66.67% is 26.7pp below their 30-day average (93.33%),2026-06-13T20:22:22.225267
operator_accuracy_drop,DHL-WH-IL02,2023-07-09,0.0,100.0,100.0,HIGH,Operator 29 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.225303
operator_accuracy_drop,DHL-WH-IL02,2023-07-30,50.0,96.6667,46.6667,HIGH,Operator 29 accuracy 50.00% is 46.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.225339
operator_accuracy_drop,DHL-WH-NJ01,2022-05-28,0.0,100.0,100.0,HIGH,Operator 29 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.226252
operator_accuracy_drop,DHL-WH-NJ01,2023-04-16,0.0,100.0,100.0,HIGH,Operator 29 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.226295
operator_accuracy_drop,DHL-WH-NJ01,2023-06-10,0.0,100.0,100.0,HIGH,Operator 29 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.226334
operator_accuracy_drop,DHL-WH-NJ01,2023-09-08,0.0,100.0,100.0,HIGH,Operator 29 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.226372
operator_accuracy_drop,DHL-WH-NJ01,2023-10-05,50.0,96.6667,46.6667,HIGH,Operator 29 accuracy 50.00% is 46.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.226409
operator_accuracy_drop,DHL-WH-TX03,2023-09-14,0.0,100.0,100.0,HIGH,Operator 29 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.227322
operator_accuracy_drop,DHL-WH-IL02,2022-02-06,0.0,100.0,100.0,HIGH,Operator 30 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.228239
